,Sun2000niva_old,SUN2000Niva,SUN2000Inr,SUN2000Grp,Barn0_3,Barn4_6,Barn7_10,Barn11_15,Barn16_17,Barn18plus,Barn18_19,Barn20plus,PersonNr,famID,FodesleAr,Alder
73,26901,331,522e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,1,3,0,0,0,0,19380803-3538,19320429-2109,1938,52
74,26338,633,311h,Högskoleutbildning i psykologi och psykoterapi (minst 3 år)                                         ,0,0,0,0,0,0,0,0,19450417-7814,19320429-2109,1945,45
75,77037,300,840k,Transportutbildning på gymnasial nivå                                                               ,0,0,0,0,0,0,0,0,19250525-5541,19250525-5541,1925,65
76,80156,536,221w,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,2,1,0,0,0,0,0,0,19350630-1999,19220816-7718,1935,55
77,60617,5,724d,Tandhygienistutbildning                                                                             ,0,0,0,0,0,0,0,0,19631221-5823,19220816-7718,1963,26
78,19070,522,107n,"Minst 30 högskolepoäng inom hälso- o sjukvård och social omsorg, ej examen                        ",0,0,0,0,0,2,0,0,19220816-7718,19220816-7718,1922,68
79,27670,6,581d,Arkitekt- och landskapsarkitektutbildning                                                           ,0,0,0,0,0,0,0,0,19400506-6498,19400506-6498,1940,50
80,35569,4,727b,Receptarieutbildning                                                                                ,1,0,0,0,0,0,0,0,19641006-5239,19330526-4392,1964,26
81,90453,323,521h,Gymnasieutbildning inom verkstadsteknik,0,0,0,0,0,0,0,0,19431107-5658,19330526-4392,1943,46
82,68356,300,840l,Transportutbildning på gymnasial nivå                                                               ,0,0,0,0,0,0,0,0,19330526-4392,19330526-4392,1933,57
83,41041,536,523d,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",1,1,1,1,0,0,0,0,19450401-9669,19330526-4392,1945,45
84,76569,522,101h,"Minst 30 högskolepoäng inom pedagogik och lärarutbildning, ej examen                                              ",1,0,2,1,0,0,0,0,19440526-4394,19240626-9083,1944,46
85,15233,500,762d,Socionomutbildning                                                                                  ,0,0,0,0,0,0,0,0,19240626-9083,19240626-9083,1924,66
86,68538,522,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen                                        ",1,0,1,1,0,1,0,0,19210218-4064,19210218-4064,1921,69
87,13847,5,723a,Sjuksköterskeutbildning                                                                             ,1,1,1,1,0,0,0,0,19720805-1305,19210218-4064,1972,18
88,98551,4,724d,Tandhygienistutbildning                                                                             ,2,0,0,1,0,0,0,0,19690918-7045,19341026-1301,1969,21
89,49093,699,345r,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",0,2,0,0,1,0,0,0,19341026-1301,19341026-1301,1934,56
90,76901,336,105i,"Tekniskt gymnasium, 1-3 år                                                                          ",0,0,1,2,0,0,0,0,19090508-6653,19090508-6653,1909,81
91,48047,4,723g,Sjuksköterskeutbildning                                                                             ,0,0,0,0,0,0,0,0,19200608-8407,19090508-6653,1920,70
92,45096,323,521r,Gymnasieutbildning inom verkstadsteknik,0,0,0,0,0,0,0,0,19400302-6402,19090508-6653,1940,50
93,38261,4,726b,Arbetsterapeututbildning                                                                            ,0,0,0,0,0,0,0,0,19630511-6331,19241212-7709,1963,27
94,63380,557,724x,Tandläkarutbildning                                                                                 ,0,0,0,0,0,0,0,0,19691125-1912,19241212-7709,1969,20
95,84714,536,580x,"Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  ",0,0,0,0,0,0,0,0,19241212-7709,19241212-7709,1924,65
96,64883,300,213z,Gymnasial utbildning för medieproduktion                                                            ,0,0,0,0,0,0,0,0,19120107-9445,19120107-9445,1912,78
97,25686,327,542d,Gymnasieutbildning inom processteknik       ,1,0,0,0,0,0,0,0,19501025-5147,19120107-9445,1950,40
98,89781,557,146k,Lärarutbildning i praktisk-estetiska ämnen                                              ,0,0,0,0,0,0,0,0,19541102-3108,19280829-6586,1954,35
99,79032,6,527x,"Civilingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik                                  ",0,0,0,0,0,0,0,0,19340114-9351,19280829-6586,1934,56
100,81327,5,762b,Social service- och omsorgsutbildning                                                                            ,0,0,0,1,0,1,0,0,19280829-6586,19280829-6586,1928,62
101,69826,300,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration                           ,1,1,3,3,2,1,0,0,19731111-2411,19280829-6586,1973,16
102,96594,557,721a,Läkarutbildning                                                                                     ,0,0,0,0,0,0,0,0,19590630-1127,19590630-1127,1959,31
103,59260,556,221c,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,1,2,1,1,0,1,0,0,19060904-1375,19060904-1375,1906,84
104,56903,557,145v,"Ämneslärarutbildning, allmänna ämnen                                                                ",1,0,0,1,0,0,0,0,19281008-1513,19060904-1375,1928,62
105,99143,522,105q,"Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 ",0,0,2,2,0,0,0,0,19590910-8175,19060904-1375,1959,31
106,54979,300,104h,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",1,0,0,1,1,0,0,0,19281229-9004,19060904-1375,1928,61
107,53511,329,542d,Gymnasieutbildning inom textil- och konfektionsteknik            ,0,1,0,0,0,0,0,0,19450117-5614,19450117-5614,1945,45
108,15942,6,541a,"Civilingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik                              ",0,0,0,0,1,0,0,0,19531020-9018,19450117-5614,1953,37
109,34581,677,314,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,0,3,0,1,0,0,0,0,19140222-8460,19020920-1421,1914,76
110,74521,6,721n,Läkarutbildning                                                                                     ,0,0,1,0,0,0,0,0,19020920-1421,19020920-1421,1902,88
111,32167,6,640a,Veterinärutbildning                                                                                 ,5,0,0,0,2,3,0,0,19460204-2720,19020920-1421,1946,44
112,50530,6,640x,Veterinärutbildning                                                                                 ,0,0,0,0,0,0,0,0,19540707-7981,19281119-1122,1954,36
113,68034,527,149a,Speciallärar- och specialpedagogutbildning                                                                              ,2,0,0,0,1,1,0,0,19560808-5950,19281119-1122,1956,34
114,82192,5,762b,Social service- och omsorgsutbildning                                                                            ,0,0,0,0,0,0,0,0,19400311-8940,19281119-1122,1940,50
115,69609,328,541i,Gymnasieutbildning inom livsmedel       ,0,0,0,0,0,0,0,0,19281119-1122,19281119-1122,1928,61
116,19436,300,999z,"Gymnasial utbildning, okänd inriktning                                                                 ",0,0,0,0,0,0,0,0,19441110-7334,19441110-7334,1944,45
117,90500,557,724a,Tandläkarutbildning                                                                                 ,0,1,0,1,1,1,0,0,19250408-8551,19250408-8551,1925,65
118,71536,417,146j,Lärarutbildning i praktisk-estetiska ämnen                                              ,0,1,0,0,0,0,0,0,19110705-4861,19101025-4569,1911,79
119,12663,5,726a,Fysioterapeututbildning                                                       ,0,0,0,0,2,0,0,0,19101025-4569,19101025-4569,1910,80
120,40363,4,723n,Sjuksköterskeutbildning                                                                             ,1,2,0,0,1,0,0,0,19060426-2589,19060426-2589,1906,84
121,87165,553,311b,Högskoleutbildning i psykologi och psykoterapi (minst 3 år)                                         ,0,0,0,0,0,0,0,0,19411130-9129,19411130-9129,1941,48
122,13036,3,010c,Naturvetenskaplig gymnasieutbildning                                                                ,0,0,0,0,0,0,0,0,19270106-8528,19030310-8270,1927,63
123,73750,312,105p,"Tekniskt gymnasium, 1-3 år                                                                          ",1,0,1,1,0,0,0,0,19030310-8270,19030310-8270,1903,87
124,11446,55,540a,"Civilingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik                              ",0,0,0,0,0,0,0,0,19570501-3895,19370311-5013,1957,33
125,29237,4,723j. 723k,Sjuksköterskeutbildning                                                                             ,2,0,0,0,1,1,0,0,19610712-9447,19370311-5013,1961,29
126,32565,522,106g,"Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen                         ",1,0,1,0,0,0,0,0,19370311-5013,19370311-5013,1937,53
127,88915,557,721y,Läkarutbildning                                                                                     ,0,2,2,0,2,3,0,0,19580701-9366,19580701-9366,1958,32
128,52376,55,581e,"Civilingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik                                  ",0,0,0,0,0,0,0,0,19110805-8842,19110805-8842,1911,79
129,28447,330,525k,Gymnasieutbildning inom fordonsteknik            ,3,0,1,1,0,1,0,0,19050223-1659,19050223-1659,1905,85
130,71905,331,522e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,3,0,0,1,0,0,19600416-7737,19050223-1659,1960,30
131,18240,500,762d,Socionomutbildning                                                                                  ,0,1,1,0,1,0,0,0,19630917-2755,19181023-7057,1963,27
132,73478,326,105m,"Tekniskt gymnasium, 1-3 år                                                                          ",2,1,1,1,1,1,0,0,19491224-8586,19181023-7057,1949,40
133,69911,522,106y,"Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen                         ",0,0,0,3,0,1,0,0,19250912-5190,19181023-7057,1925,65
134,15693,55,540x,"Civilingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik                              ",0,0,0,0,0,0,0,0,19181023-7057,19181023-7057,1918,72
135,60831,332,340a,Ekonomisk gymnasieutbildning,0,0,2,1,1,0,0,0,19701125-9828,19550917-7295,1970,19
136,49038,536,523d,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",2,0,1,1,2,3,0,0,19550917-7295,19550917-7295,1955,35
137,54414,4,725d,Biomedicinsk analytikerutbildning                                         ,0,0,0,0,0,0,0,0,19710424-3240,19550917-7295,1971,19
138,18938,6,213n,"Medieproduktion, eftergymnasial utbildning                                                          ",0,0,0,0,1,1,0,0,19621004-4257,19550917-7295,1962,28
139,50321,522,101d,"Minst 30 högskolepoäng inom pedagogik och lärarutbildning, ej examen                                              ",0,0,0,0,0,0,0,0,19470717-7052,19010117-1116,1947,43
140,13521,527,149d,Speciallärar- och specialpedagogutbildning                                                                              ,1,0,0,0,0,0,0,0,19010117-1116,19010117-1116,1901,89
141,82778,6,581d,Arkitekt- och landskapsarkitektutbildning                                                           ,0,0,2,0,1,0,0,0,19720106-6078,19010117-1116,1972,18
142,30975,6,724x,Tandläkarutbildning                                                                                 ,0,1,0,0,1,2,0,0,19230403-5248,19010117-1116,1923,67
143,88898,327,543d,Gymnasieutbildning inom processteknik       ,0,0,0,0,0,0,0,0,19691101-8101,19190829-4880,1969,21
144,14950,336,340a,Ekonomisk gymnasieutbildning,0,1,1,0,0,1,0,0,19480502-3166,19190829-4880,1948,42
145,56798,557,721j,Läkarutbildning                                                                                     ,0,0,0,0,0,0,0,0,19190829-4880,19190829-4880,1919,71
146,81893,538,380u,Juridisk högskoleutbildning (minst 3 år)                                                            ,0,0,0,0,0,0,0,0,19450929-5711,19130830-5758,1945,45
147,72761,300,104d,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",0,0,2,0,3,2,0,0,19130830-5758,19130830-5758,1913,77
148,85348,532,103o,"Minst 30 högskolepoäng inom samhällsvetenskap, ekonomi och juridik, ej examen                              ",0,1,0,1,1,1,0,0,19021201-2130,19021201-2130,1902,87
149,90478,500,861a,Polisutbildning                                                                                     ,0,1,0,0,1,0,0,0,19640720-3099,19021201-2130,1964,26
150,96947,547,145u,"Ämneslärarutbildning, allmänna ämnen                                                                ",0,2,2,1,1,0,0,0,19100909-8037,19021201-2130,1910,80
151,10512,324,543c,Gymnasieutbildning inom träteknik,0,1,2,1,0,0,0,0,19651126-8361,19111121-9439,1965,24
152,36071,413,523c,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",0,0,0,0,0,2,0,0,19280213-2210,19111121-9439,1928,62
153,40605,547,529x,Övrig civilingenjörsutbildning                                                  ,0,0,0,0,1,0,0,0,19660119-8854,19111121-9439,1966,24
154,87802,300,104h,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",0,0,0,0,0,2,0,0,19111121-9439,19111121-9439,1911,78
155,70001,611,312y,Samhälls- och beteendevetenskaplig högskoleutbildning (minst 3 år)                                  ,2,0,2,1,1,0,0,0,19640325-9627,19160609-7582,1964,26
156,82834,547,145u,"Ämneslärarutbildning, allmänna ämnen                                                                ",0,0,0,0,0,0,0,0,19400227-5087,19160609-7582,1940,50
157,77127,557,640a,Veterinärutbildning                                                                                 ,0,1,3,2,0,2,0,0,19620415-4508,19160609-7582,1962,28
158,47766,546,524d,"Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)                ",0,0,0,0,0,0,0,0,19160609-7582,19160609-7582,1916,74
159,75359,527,525b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         ",0,2,1,1,0,0,0,0,19470204-3385,19310708-5706,1947,43
160,85522,532,104q,"Minst 30 högskolepoäng inom naturvetenskap, matematik och IKT ej examen                                  ",0,0,0,0,0,0,0,0,19430122-4735,19310708-5706,1943,47
161,92338,533,311p,Högskoleutbildning i psykologi och psykoterapi (minst 3 år)                                         ,0,0,1,1,0,1,0,0,19310708-5706,19310708-5706,1931,59
162,43560,413,321o,Journalist- och medieutbildning (eftergymnasial)                                                    ,0,0,0,0,0,0,0,0,19150305-7878,19150305-7878,1915,75
163,29158,200,010a,Grundskoleutbildning och motsvarande                                                                ,0,0,0,0,0,0,0,0,19660428-8066,19150305-7878,1966,24
164,80789,522,108p,"Minst 30 högskolepoäng inom tjänster, ej examen                                         ",1,0,1,2,0,0,0,0,19110530-3234,19020323-8113,1911,79
165,45567,331,522e,Gymnasieutbildning inom elektro- och datateknik                   ,1,1,0,1,0,0,0,0,19020323-8113,19020323-8113,1902,88
166,51935,413,321p,Journalist- och medieutbildning (eftergymnasial)                                                    ,0,0,0,0,0,0,0,0,19500628-7908,19020323-8113,1950,40
167,97825,300,999u,"Gymnasial utbildning, okänd inriktning                                                                 ",0,0,0,1,1,0,0,0,19490509-4782,19490509-4782,1949,41
168,82215,300,811s,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,2,0,1,0,1,1,0,0,19661106-4872,19490509-4782,1966,23
169,32367,532,105w,"Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 ",0,0,0,0,0,0,0,0,19670528-4962,19490509-4782,1967,23
170,98300,330,525y,Gymnasieutbildning inom fordonsteknik            ,0,0,1,2,1,2,0,0,19670828-4637,19021213-3500,1967,23
171,62357,6,42,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,1,0,0,2,0,0,0,0,19021213-3500,19021213-3500,1902,87
172,20691,331,523e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,0,2,4,1,0,0,19160328-7386,19000505-2925,1916,74
173,36441,300,104h,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",1,0,0,0,0,1,0,0,19381106-1509,19000505-2925,1938,51
174,96841,328,541k,Gymnasieutbildning inom livsmedel       ,0,1,0,1,0,1,0,0,19560125-6743,19000505-2925,1956,34
175,80463,55,529x,Övrig civilingenjörsutbildning                                                  ,0,0,0,0,0,0,0,0,19000505-2925,19000505-2925,1900,90
176,22649,4,727b,Receptarieutbildning                                                                                ,0,0,0,0,0,0,0,0,19680514-7186,19080725-7870,1968,22
177,87020,300,213v,Gymnasial utbildning för medieproduktion                                                            ,0,3,0,0,0,1,0,0,19190313-4838,19080725-7870,1919,71
178,49090,6,724b,Tandläkarutbildning                                                                                 ,0,0,0,0,0,0,0,0,19080725-7870,19080725-7870,1908,82
179,93464,300,999y,"Gymnasial utbildning, okänd inriktning                                                                 ",1,1,4,0,0,1,0,0,19510910-8161,19080725-7870,1951,39
180,80346,547,143c,Förskollärarutbildning                                                                              ,0,1,0,0,0,0,0,0,19520604-8630,19520604-8630,1952,38
181,96113,324,543c,Gymnasieutbildning inom träteknik,0,1,0,0,0,1,0,0,19660824-6952,19520604-8630,1966,24
182,96845,332,340a,Ekonomisk gymnasieutbildning,1,0,1,0,0,2,0,0,19620131-5898,19280601-2346,1962,28
183,59666,557,146k,Lärarutbildning i praktisk-estetiska ämnen                                              ,0,0,0,0,0,0,0,0,19280601-2346,19280601-2346,1928,62
184,87115,300,811c,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,0,1,1,0,0,0,0,0,19630604-3228,19280601-2346,1963,27
185,69874,533,311w,Högskoleutbildning i psykologi och psykoterapi (minst 3 år)                                         ,0,0,0,0,0,0,0,0,19341225-5479,19341225-5479,1934,55
186,60435,551,44,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,0,0,0,0,0,0,0,0,19471010-2954,19341225-5479,1947,43
187,32362,300,811c,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,0,1,4,0,0,1,0,0,19681015-9722,19341225-5479,1968,22
188,36125,537,340,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,0,0,0,0,0,0,0,0,19390725-2144,19341225-5479,1939,51
189,36263,527,149a,Speciallärar- och specialpedagogutbildning                                                                              ,0,0,0,1,0,0,0,0,19700415-8255,19361125-7953,1970,20
