,Sun2000niva_old,SUN2000Niva,SUN2000Inr,SUN2000Grp,barn0_3,barn4_6,barn7_10,barn11_15,barn16_17,barn18plus,barn18_19,barn20plus,PersonNr,famID,FodesleAr,Alder
75,70142,412,103g,"Minst 30 högskolepoäng inom samhällsvetenskap, ekonomi och juridik, ej examen                              ",0,1,2,0,0,0,0,0,19870622-9233,19870622-9233,1987,-55
76,70234,559,345k,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",0,0,0,1,0,0,0,0,19510411-2484,19270416-2390,1951,36
77,33507,546,523c,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",0,0,0,0,0,0,0,0,19270416-2390,19270416-2390,1927,24
78,47182,5,481a,Programmerar- och systemerarutbildning (eftergymnasial)                                             ,0,0,1,0,1,0,0,1,19930128-1060,19270416-2390,1993,-65
79,19818,556,221a,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,0,0,0,0,0,0,0,0,19400721-2778,19400721-2778,1940,53
80,23852,537,340,Ekonomutbildning (högskoleutbildning minst 3 år)                                                    ,0,0,0,0,0,0,0,0,19960705-7483,19400721-2778,1996,-55
81,56059,300,104k,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",1,1,0,0,0,0,1,0,19590717-3938,19400721-2778,1959,37
82,27988,6,44,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,0,0,0,0,0,0,0,0,19390213-8091,19390213-8091,1939,20
83,53835,300,723w,Omvårdnads- och omsorgsutbildning på gymnasial nivå                                                 ,2,3,0,0,0,0,0,0,19700309-6950,19390213-8091,1970,-30
84,87845,6,581d,Arkitekt- och landskapsarkitektutbildning                                                           ,0,0,0,0,0,0,0,0,19100202-6891,19100202-6891,1910,60
85,79188,5,211c,Konstnärlig eftergymnasial utbildning                                                               ,0,0,2,1,0,0,0,1,19210301-1710,19100202-6891,1921,-10
86,85203,6,727x,Apotekarutbildning                                                                                  ,0,0,0,0,0,0,0,0,19490114-5211,19100202-6891,1949,-27
87,66755,323,521g,Gymnasieutbildning inom verkstadsteknik,0,0,0,0,0,0,0,0,19760209-8091,19760209-8091,1976,-26
88,76845,537,525b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         ",0,0,0,0,0,0,0,0,19880823-6010,19760209-8091,1988,-11
89,59969,300,840g,Transportutbildning på gymnasial nivå                                                               ,0,0,0,0,0,0,0,0,19291118-8712,19230927-6151,1929,58
90,21372,412,107j,"Minst 30 högskolepoäng inom hälso- o sjukvård och social omsorg, ej examen                        ",0,0,0,0,0,0,0,0,19381231-1313,19230927-6151,1938,-9
91,73910,300,840t,Transportutbildning på gymnasial nivå                                                               ,1,0,0,0,1,0,0,0,19230927-6151,19230927-6151,1923,15
92,99975,200,010x,Grundskoleutbildning och motsvarande                                                                ,0,0,0,0,0,0,0,0,19470321-8530,19230927-6151,1947,-23
93,38325,547,527a,"Civilingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik                                  ",0,1,2,0,0,0,0,1,19850724-7711,19440308-6224,1985,-37
94,93356,6,213k,"Medieproduktion, eftergymnasial utbildning                                                          ",1,0,1,0,0,0,0,0,19440723-3257,19440308-6224,1944,41
95,12029,4,727b,Receptarieutbildning                                                                                ,0,0,0,1,0,0,0,1,19440308-6224,19440308-6224,1944,0
96,64155,413,010c,Naturvetenskaplig gymnasieutbildning                                                                ,1,0,0,1,0,0,1,0,19390714-6387,19390714-6387,1939,5
97,41815,100,010a,Folkskoleutbildning och motsvarande                                                                 ,0,0,0,0,1,0,0,1,19631006-4538,19430518-1867,1963,-23
98,48995,5,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,0,0,0,0,0,0,19450518-9842,19430518-1867,1945,18
99,57964,329,542p,Gymnasieutbildning inom textil- och konfektionsteknik            ,0,0,0,0,0,0,0,0,19430518-1867,19430518-1867,1943,2
100,94471,333,582e,Gymnasieutbildning inom bygg                   ,0,0,0,0,0,0,2,1,19730923-7494,19730923-7494,1973,-29
101,71921,332,105q,"Tekniskt gymnasium, 1-3 år                                                                          ",2,0,0,0,1,0,0,1,19671209-6460,19531217-7726,1967,5
102,85526,536,221p,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,1,1,0,2,1,0,0,0,19531217-7726,19531217-7726,1953,13
103,71346,300,010b,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",0,0,0,0,0,0,0,0,19670601-8413,19531217-7726,1967,-13
104,38359,537,541b,"Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)                ",0,0,0,0,0,0,0,0,19501104-6019,19501104-6019,1950,16
105,99490,500,762d,Socionomutbildning                                                                                  ,0,0,0,0,0,0,0,0,19910823-5132,19501104-6019,1991,-40
106,36363,547,529a,Övrig civilingenjörsutbildning                                                  ,0,0,1,0,2,0,0,1,19811231-8959,19501104-6019,1981,9
107,35628,500,861a,Polisutbildning                                                                                     ,2,0,1,0,1,0,0,0,19810719-9882,19690224-5774,1981,0
108,54680,699,345z,"Högskoleutbildning inom organisation, administration och förvaltning (minst 3 år)                       ",1,1,0,1,0,0,0,0,19690224-5774,19690224-5774,1969,12
109,72404,4,724d,Tandhygienistutbildning                                                                             ,0,0,0,0,0,0,0,0,19710813-1070,19690224-5774,1971,-1
110,70464,546,580b,"Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  ",0,0,0,1,1,0,0,0,19990814-8028,19690224-5774,1999,-27
111,12520,333,582e,Gymnasieutbildning inom bygg                   ,1,0,0,0,0,0,0,0,19740817-6105,19050412-2780,1974,25
112,64936,4,724d,Tandhygienistutbildning                                                                             ,0,0,0,0,1,0,1,0,19880201-3377,19050412-2780,1988,-13
113,89399,611,312s,Samhälls- och beteendevetenskaplig högskoleutbildning (minst 3 år)                                  ,1,1,0,0,1,0,1,2,19050412-2780,19050412-2780,1905,83
114,82727,413,529x,Övrig ingenjörsutbildning (eftergymnasial),0,0,1,0,1,0,0,0,19940227-8907,19050412-2780,1994,-88
115,17121,5,840v,Transportutbildning på eftergymnasial nivå                                                          ,0,0,0,0,0,0,0,0,19890106-9156,19890106-9156,1989,5
116,87982,300,010a,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",1,2,1,1,1,0,0,0,19910227-5806,19890106-9156,1991,-1
117,50000,331,523e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,0,0,0,0,0,0,19260814-5235,19110521-3920,1926,65
118,28243,527,525b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         ",0,0,1,1,1,0,0,1,19110521-3920,19110521-3920,1911,15
119,17898,522,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen                                        ",0,0,0,0,0,0,0,0,19480608-6410,19110521-3920,1948,-36
120,14554,300,811l,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,0,0,1,0,0,0,0,0,19260705-8976,19260705-8976,1926,22
121,26994,300,101f,Gymnasial utbildning inom pedagogik och lärarutbildning                                           ,0,0,0,0,0,0,0,0,19890517-6101,19260705-8976,1989,-62
122,16096,556,221x,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,0,0,0,0,0,0,0,0,19431210-4985,19260705-8976,1943,45
123,99665,537,146j,Lärarutbildning i praktisk-estetiska ämnen                                              ,0,0,0,0,0,0,0,0,19441127-3536,19441127-3536,1944,-1
124,28150,4,723d,Sjuksköterskeutbildning                                                                             ,1,0,2,0,0,0,0,2,19470805-1386,19470805-1386,1947,-2
125,52525,537,522b,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",0,1,1,0,0,0,0,0,19801105-3383,19470805-1386,1980,-33
126,77070,300,999t,"Gymnasial utbildning, okänd inriktning                                                                 ",0,0,0,0,0,0,0,0,19130109-6489,19130109-6489,1913,67
127,83669,6,523x,"Civilingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik                                        ",0,0,0,0,0,0,0,0,19960421-9869,19130109-6489,1996,-82
128,98457,532,105s,"Minst 30 högskolepoäng inom teknik och tillverkning, ej examen                                                 ",0,0,1,0,0,0,0,0,19830927-2633,19170518-3351,1983,13
129,86264,300,761t,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,0,0,0,0,0,0,0,19780522-1417,19170518-3351,1978,5
130,30413,5,481a,Programmerar- och systemerarutbildning (eftergymnasial)                                             ,2,0,0,1,0,0,0,0,19610908-9709,19170518-3351,1961,17
131,41567,324,543c,Gymnasieutbildning inom träteknik,0,1,0,0,0,0,0,0,19170518-3351,19170518-3351,1917,44
132,89405,300,999b,"Gymnasial utbildning, okänd inriktning                                                                 ",0,1,0,0,0,0,0,0,19920323-5927,19920323-5927,1992,-74
133,66171,55,581c,Arkitekt- och landskapsarkitektutbildning                                                           ,0,0,0,0,0,0,0,0,19590727-4032,19221220-6093,1959,33
134,28469,557,143a,Förskollärarutbildning                                                                              ,0,0,0,0,0,0,0,0,19221220-6093,19221220-6093,1922,36
135,34768,556,221v,Teologisk eftergymnasial utbildning (minst 3 år)                                                           ,0,0,2,0,1,0,3,0,19540427-8301,19290712-1986,1954,-31
136,33514,532,107p,"Minst 30 högskolepoäng inom hälso- o sjukvård och social omsorg, ej examen                        ",2,0,1,1,2,0,2,0,19290712-1986,19290712-1986,1929,25
137,47671,4,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,1,1,0,0,0,1,19430917-3641,19290712-1986,1943,-13
138,42619,537,521b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         ",0,0,0,0,0,0,0,0,19850915-5583,19850915-5583,1985,-41
139,13500,300,811u,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,1,0,0,0,0,0,1,0,19860106-4355,19470131-5334,1986,0
140,28803,6,621,Lantbruksvetenskaplig högskoleutbildning (minst 3 år)                                               ,0,0,0,0,0,0,0,0,20020609-3994,19470131-5334,2002,-15
141,37910,5,724d,Tandhygienistutbildning                                                                             ,0,0,0,0,0,0,0,0,19470131-5334,19470131-5334,1947,55
142,15607,551,481b,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,0,0,0,0,0,0,0,0,20020118-9877,19201014-7473,2002,-54
143,66867,532,101p,"Minst 30 högskolepoäng inom pedagogik och lärarutbildning, ej examen                                              ",0,0,0,0,0,0,0,0,19780818-6889,19201014-7473,1978,24
144,53649,326,105h,"Tekniskt gymnasium, 1-3 år                                                                          ",1,1,0,1,0,0,2,0,19600307-1464,19201014-7473,1960,18
145,21544,531,42,Naturvetenskaplig högskoleutbildning (minst 3 år)                                                   ,0,0,0,0,0,0,0,0,19201014-7473,19201014-7473,1920,40
146,48605,323,521u,Gymnasieutbildning inom verkstadsteknik,0,0,0,0,0,0,1,0,19240825-1616,19240825-1616,1924,-3
147,27195,4,481a,Programmerar- och systemerarutbildning (eftergymnasial)                                             ,0,0,0,1,1,0,0,1,19680511-3178,19240825-1616,1968,-43
148,93939,413,520x,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",0,1,0,0,0,0,0,0,19390710-2559,19240825-1616,1939,29
149,76023,537,529b,Övrig ingenjörsutbildning (eftergymnasial),0,0,0,0,0,0,0,0,19560430-1238,19240825-1616,1956,-16
150,62561,5,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,0,0,0,0,0,1,19051016-5257,19051016-5257,1905,51
151,29461,330,525a,Gymnasieutbildning inom fordonsteknik            ,0,2,1,1,2,0,2,0,19580323-9731,19051016-5257,1958,-52
152,61042,330,525y,Gymnasieutbildning inom fordonsteknik            ,1,0,1,1,0,0,0,0,19450611-2225,19051016-5257,1945,13
153,40948,557,143a,Förskollärarutbildning                                                                              ,2,2,1,0,0,0,1,1,19721122-8289,19051016-5257,1972,-27
154,80522,53-55,621,Lantbruksvetenskaplig högskoleutbildning (minst 3 år)                                               ,0,0,0,0,0,0,0,0,19940506-6396,19600923-6601,1994,-21
155,54527,532,104g,"Minst 30 högskolepoäng inom naturvetenskap, matematik och IKT ej examen                                  ",0,0,0,0,0,0,0,0,19600923-6601,19600923-6601,1960,34
156,87372,546,523d,"Ingenjörsutbildning inom elektroteknik, teknisk fysik och datateknik (eftergymnasial)                                ",0,0,0,0,1,0,0,0,19460108-5138,19460108-5138,1946,14
157,59662,300,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration                           ,0,0,0,0,0,0,0,0,19490520-6533,19490520-6533,1949,-2
158,45927,5,726b,Arbetsterapeututbildning                                                                            ,0,0,0,0,0,0,0,0,19890908-5730,19290926-8690,1989,-39
159,40436,5,726b,Arbetsterapeututbildning                                                                            ,0,0,0,0,0,0,0,0,19880227-9606,19290926-8690,1988,1
160,78919,300,811u,Hotell- och restaurangutbildning på gymnasial nivå                                                  ,2,0,0,0,0,0,0,0,19290926-8690,19290926-8690,1929,59
161,42965,4,213,Konstnärlig eftergymnasial utbildning                                                               ,0,1,0,0,0,0,0,0,19800609-1487,19290926-8690,1980,-50
162,27419,300,101r,Gymnasial utbildning inom pedagogik och lärarutbildning                                           ,0,0,0,3,0,0,0,0,19450331-6516,19450331-6516,1945,35
163,65699,300,999s,"Gymnasial utbildning, okänd inriktning                                                                 ",0,0,0,0,0,0,0,0,19670316-9767,19111107-7738,1967,-21
164,44376,553,311s,Högskoleutbildning i psykologi och psykoterapi (minst 3 år)                                         ,0,0,0,0,0,0,0,0,19590413-5923,19111107-7738,1959,8
165,85369,536,529b,Övrig ingenjörsutbildning (eftergymnasial),0,0,0,0,0,0,0,0,19320303-3203,19111107-7738,1932,27
166,70686,300,104a,"Yrkesinriktad gymnasieutbildning inom naturvetenskap, matematik och IKT                               ",0,0,0,0,1,0,0,0,19111107-7738,19111107-7738,1911,20
167,13848,4,863o,Militär utbildning på eftergymnasial nivå                                                       ,0,1,0,1,0,0,0,0,19971103-3198,19110527-4611,1997,-86
168,64483,100,010x,Folkskoleutbildning och motsvarande                                                                 ,1,0,1,1,1,0,1,1,20000129-1879,19110527-4611,2000,-2
169,29835,537,149d,Speciallärar- och specialpedagogutbildning                                                                              ,0,0,0,0,0,0,0,0,19110527-4611,19110527-4611,1911,89
170,64433,412,108n,"Minst 30 högskolepoäng inom tjänster, ej examen                                         ",2,0,0,0,0,0,0,1,19911104-9186,19520413-3641,1991,-80
171,22773,300,010a,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",0,0,1,0,2,0,0,0,19520413-3641,19520413-3641,1952,39
172,21183,5,724d,Tandhygienistutbildning                                                                             ,0,0,0,0,0,0,0,0,19561029-2019,19520413-3641,1956,-3
173,38598,323,521f,Gymnasieutbildning inom verkstadsteknik,0,0,0,0,0,0,0,0,19800726-9329,19520413-3641,1980,-23
174,12768,6,727x,Apotekarutbildning                                                                                  ,0,0,0,0,0,0,0,0,19550919-7948,19131121-7530,1955,25
175,81986,413,521b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)                         ",1,0,1,0,2,0,0,0,19890330-8090,19131121-7530,1989,-33
176,58949,300,761v,Gymnasial utbildning med inriktning mot barn och ungdom                                             ,0,0,0,0,0,0,0,0,19861021-4685,19131121-7530,1986,3
177,40474,547,521a,"Civilingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi                               ",1,0,0,0,1,0,0,0,19131121-7530,19131121-7530,1913,72
178,49356,300,010x,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",1,0,0,0,0,0,0,1,20010106-6486,19191109-8554,2001,-87
179,68385,331,522e,Gymnasieutbildning inom elektro- och datateknik                   ,0,0,0,0,0,0,0,0,19191109-8554,19191109-8554,1919,81
180,89293,100,010x,Folkskoleutbildning och motsvarande                                                                 ,0,1,0,1,1,0,0,0,19341031-5799,19341031-5799,1934,-14
181,95843,300,840s,Transportutbildning på gymnasial nivå                                                               ,0,0,1,1,1,0,1,0,20020512-2771,19341031-5799,2002,-67
182,14920,300,724e,Tandvårdsutbildning på gymnasial nivå                                                               ,0,0,1,1,0,0,0,1,19520820-5486,19400320-3188,1952,50
183,29661,300,010b,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning                                     ",0,2,3,2,1,0,0,1,19640707-1479,19400320-3188,1964,-11
184,14052,5,761c,Fritidsledarutbildning (eftergymnasial)                                                             ,0,0,0,0,0,0,1,0,19400320-3188,19400320-3188,1940,24
185,89635,536,581b,"Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)                                  ",0,1,0,0,0,0,1,0,19800718-7046,19400320-3188,1980,-39
